IMO,MMSI,Name,Type,Build Year,Country,Call Sign,Length,Width,Gross Tonnage,Deadweight Tonnage,Efficiency
9489194,238296000,Vinjerac,Chemical Tanker,2011,Croatia,9AA7771,194,32,30638,52554,5.9
9454761,245723000,Atlantic Klipper,Refrigerated Cargo Carrier,2011,Netherlands,PCIU,165,25,14091,15692,18.46
9477828,212735000,Mottler,Bulk Carrier,2009,Cyprus,5BQU2,185,24,19814,30806,9.3
9476692,241075000,Magda P,Bulk Carrier,2010,Greece,SVBE4,190,33,33044,57000,5.59
9523160,413187000,Yu Zhu Feng,Bulk Carrier,2011,China,BRPD,225,32,40913,75519,4.2
9494632,563082900,Kota Nebula,Container Ship,2010,Singapore,9V6396,180,28,20902,25985,23.95
9409168,351180000,Marycam Swan,Gas Carrier,2009,Singapore,9V8848,154,26,16808,16772,18.78
9408695,538006223,Front Balder,Oil Tanker,2009,Liberia,5LKI6,275,48,83562,156436,3.34
9428994,257722000,Sks Dee,Oil Tanker,2010,Norway,LAIX7,250,46,65830,119456,4.24
9517927,566060000,Cs Endeavour,Other Ship Types,2010,Singapore,9V9397,163,26,14022,12967,27.66
9445124,636021010,Despina,Bulk Carrier,2007,Liberia,5LBU7,169,27,16960,28534,6.99
9492335,538003461,Baltic Wolf,Bulk Carrier,2010,Marshall Is,V7QX8,511,63,91373,177752,2.75
9427574,314586000,Lucky Trader,Bulk Carrier,2011,Barbados,8PBG3,157,27,15861,25028,7.68
9430973,257698000,Wilson Nantes,General Cargo Ship,2011,Norway,LALW8,123,16,6118,8339,17
9491264,248220000,Kiran America,Bulk Carrier,2010,Malta,9HA2266,190,32,33044,56666,5.33
9598024,370867000,Bc Lara,Bulk Carrier,2011,Barbados,8PJO1,183,29,24020,38494,6.53
9555292,370756000,T Matterhorn,Oil Tanker,2010,Panama,3EYC5,180,32,28777,47981,5.87
9490727,257556000,Spar Mira,Bulk Carrier,2010,Norway,LAJZ7,189,32,32839,58000,5.3
9456446,371911000,Dai Shan Hai,Bulk Carrier,2010,Panama,3FDE6,190,32,32983,56945,6.11
9461441,636092188,Msc Bari,Container Ship,2011,Liberia,A8YD3,366,51,153115,165905,12.79
9502362,538008466,Lacta,Bulk Carrier,2010,Marshall Is,V7A2389,197,32,33096,58713,4.45
9548835,538007655,Star Dalmatia,General Cargo Ship,2011,Marshall Is,V7ZD7,199,33,33601,51624,6.58
9426740,538003846,Dubai Sun,Bulk Carrier,2010,Marshall Is,V7TO6,200,32,33988,61344,4.46
9320855,605026210,Rhourd El Adra,Gas Carrier,2007,Algeria,7TBS,156,25,16938,19392,12.28
9419747,372997000,Dong-A Metis,Ro-Ro Ship,2010,Panama,3FIR7,199,32,60396,22582,16.67
9570838,636092041,Cervia,Bulk Carrier,2010,Liberia,A8VT2,230,38,50697,92500,4.21
9468889,230617000,Finnbreeze,Ro-Ro Ship,2011,Finland,OJOP,218,27,28002,11029,5.84
9484209,305367000,Unisoul,General Cargo Ship,2009,Antigua Barbuda,V2DX6,132,16,6351,9775,14.65
9418597,311000444,Beijing Spirit,Oil Tanker,2010,Bahamas,C6CD8,274,48,83850,156493,4.31
9453509,636014720,Proteas,Bulk Carrier,2010,Liberia,A8WD7,229,38,51208,93048,4.21
9551947,246663000,Happy Diamond,General Cargo Ship,2011,Netherlands,PBXK,157,26,14784,18148,13.1
9480186,636092269,Msc Barcelona,Container Ship,2011,Malta,9HA5887,270,40,61870,74456,16.71
9521887,357387000,Mare I,General Cargo Ship,2009,Panama,3FIH6,111,18,5688,7608,15.5
9478597,636021126,Carina,Bulk Carrier,2010,Liberia,5LCK6,190,32,31532,65878,5.18
9454292,356676000,Key Frontier,Bulk Carrier,2011,Panama,3FZF4,225,32,42709,80679,4.25
9311701,368053000,Maersk Kansas,Container Ship,2007,Usa,WMKQ,292,32,50686,50415,19.02
9579028,215609000,Gulnak,Bulk Carrier,2011,Malta,9HA5207,180,30,22458,35000,6.8
9494670,636014999,Glenda Meryl,Oil Tanker,2011,Liberia,A8XY8,183,32,29130,47251,
9528031,248964000,Saga,Oil Tanker,2010,Malta,9HA2591,249,44,61332,115738,3.92
9335836,353616000,Elenore,Chemical Tanker,2010,Panama,3FJQ8,178,28,20430,34569,8.79
9458250,271000973,Ulusoy-8,Bulk Carrier,2008,Turkey,TCSS9,160,24,14852,22000,8.53
9484223,305546000,Bbc Naples,General Cargo Ship,2010,Antigua Barbuda,V2ET5,132,16,6351,9755,14.42
9228320,564002000,Mtm Hong Kong,Chemical Tanker,2000,Singapore,9V3600,174,27,20043,34465,7.64
9573787,357427000,Cape Magnolia,Bulk Carrier,2011,Panama,3FGP2,292,45,92752,181461,3.06
9534444,257578000,Oslo Forest 1,General Cargo Ship,2011,Norway,LALQ8,117,18,6693,10049,15.99
9585546,238297000,Veruda,Bulk Carrier,2011,Croatia,9AA8040,182,32,30092,51886,5.65
9410789,215249000,Cma Cgm Columba,Container Ship,2011,Malta,9HA5028,363,46,131332,128760,10.6
9388807,229160000,Seajewel,Oil Tanker,2009,Malta,9HA5457,245,42,62863,108929,4.08
9483683,255701240,Nieves B,Container Ship,2011,Portugal,CQFO,151,24,10318,13200,24.46
9461087,636014302,Km Keelung,Bulk Carrier,2010,Liberia,A8SV3,229,32,42942,82072,3.89
9494137,240988000,Diamantina,Bulk Carrier,2010,Greece,SVAX5,229,32,43024,82139,3.89
9506746,305740000,Bbc Onyx,General Cargo Ship,2011,Antigua Barbuda,V2FO5,154,24,12810,14359,36.44
9525857,215237000,Umm Salal,Container Ship,2011,Liberia,5LLQ5,366,48,141077,145327,13.05
9445916,538004165,Cape Moss,Container Ship,2011,Marshall Is,V7VN5,212,32,35878,41411,19.53
9510589,271049700,Leta,Chemical Tanker,2009,Turkey,TCA6780,118,20,6153,9119,12.69
9454759,636014655,Baltic Klipper,Refrigerated Cargo Carrier,2010,Liberia,A8VR5,165,25,14091,15609,18.46
9362982,538009223,Leni,Bulk Carrier,2008,Marshall Is,V7A4474,225,32,40690,77008,4.35
9453731,636018495,Berge Torre,Bulk Carrier,2011,Liberia,D5PY3,292,45,91971,175935,2.77
9465978,219436000,Torm Aslaug,Oil Tanker,2010,Denmark,OZET2,183,32,30241,50263,6.21
9460289,538004037,Norah,Bulk Carrier,2010,Marshall Is,V7US9,180,30,23494,33693,7.52
9302774,636017906,Omicron Light,Bulk Carrier,2005,Liberia,D5NG9,225,32,39727,76602,4.28
9359375,319004100,Stolt Sisto,Chemical Tanker,2010,Cayman Is,ZCYJ2,183,32,26329,46011,7.78
9578543,636019013,Er Nazire,Bulk Carrier,2010,Liberia,D5SN2,190,32,32983,56716,6.38
9479852,247311100,Costa Favolosa,Passenger Ship,2011,Italy,ICPK,290,44,113216,10000,21.68
9424572,244750595,Plantijngracht,General Cargo Ship,2010,Netherlands,PDVV,169,26,17634,19347,16
9389514,563096300,Helene Maersk,Other Ship Types,2010,Singapore,9V3469,180,32,25709,37961,2.88
9469003,636014624,Bulk Mexico,Bulk Carrier,2010,Liberia,A8VL8,292,45,91412,176000,2.86
9463580,538009748,San Nicolas,Bulk Carrier,2010,Marshall Is,V7A5114,196,32,34374,58802,7.03
9588251,247296800,Iver Balance,Oil Tanker,2011,Italy,ICRK,110,18,5948,6180,19.76
9553115,431747000,Themis Leader,Vehicle Carrier,2010,Japan,7KCT,200,32,61804,20037,18.28
9395991,248791000,Ayane,Chemical Tanker,2010,Malta,9HA2516,144,23,12137,16971,13.39
9419008,538009118,Ocean Globe,Other Ship Types,2010,Liberia,5LME2,166,23,15549,16576,
9566784,305631000,Ostbense,Other Ship Types,2011,Antigua Barbuda,V2FC5,126,15,5044,7500,14
9537630,477410100,Xin Rong,Bulk Carrier,2010,Hong Kong,VRTB4,229,32,43506,79607,4.55
9442471,636020180,Generosity,Bulk Carrier,2011,Liberia,D5YA9,229,32,44366,83480,4.11
9404091,305268000,Henrike Schepers,Container Ship,2008,Antigua Barbuda,V2HS5,141,22,7852,9231,37.58
9368780,219028000,Happy Condor,Gas Carrier,2008,Denmark,OXJN2,120,20,9121,10355,16.86
9469560,357891000,Msc Teresa,Container Ship,2011,Panama,3FZP9,366,51,153115,166101,12.87
9384605,538003542,Front Queen,Oil Tanker,2009,Marshall Is,V7RM7,330,60,156651,297936,2.42
9437684,636017134,Chrysalis,Oil Tanker,2010,Liberia,D5JL7,249,44,61341,115867,3.66
9452610,311040900,Ornak,Bulk Carrier,2010,Bahamas,C6YP4,228,32,43506,79677,4.26
9427445,224729000,Dacil,Oil Tanker,2011,Portugal,CQVC,115,16,5424,7519,27.08
9450727,636014610,Montego Bay,Bulk Carrier,2010,Liberia,A8VG9,180,30,23456,34403,7.44
9473078,248183000,Antheia,Bulk Carrier,2010,Malta,9HA2232,169,24,13965,21163,9.8
9443566,244130690,Bore Song,Ro-Ro Ship,2011,Netherlands,PDFS,195,26,25586,13375,10.15
9399260,403512001,Ncc Noor,Chemical Tanker,2011,Saudi Arabia,HZED,183,32,29165,45565,6.33
9430961,257670000,Wilson Narvik,General Cargo Ship,2011,Norway,LALL8,123,16,6118,8354,17
9454711,372727000,Cosco Shengshi,Vehicle Carrier,2011,Panama,3FXM2,183,32,51671,14868,23.05
9465552,247297200,Eurocargo Venezia,Ro-Ro Ship,2011,Italy,IBKS,200,26,32647,10800,10.74
9473468,372002000,City Of Rotterdam,Vehicle Carrier,2011,Panama,3FUA7,140,22,21143,5000,29.38
9505986,636015074,Ivory Ray,Chemical Tanker,2011,Liberia,A8YK4,146,25,11987,19991,10.13
9425851,356237000,Eternity Sw,Bulk Carrier,2011,Panama,3FRN2,190,32,32210,58500,4.76
9475040,248950000,Ozgur Aksoy,Bulk Carrier,2011,Malta,9HA2587,196,32,34374,58410,5.81
9433664,353702000,Key Guardian,Bulk Carrier,2011,Panama,3FZB5,229,32,44366,83468,4.17
9272929,374940000,Sw Southport I,Chemical Tanker,2004,Panama,3FBQ7,183,33,30028,46992,7.41
9400849,636019929,Imperial,Oil Tanker,2009,Liberia,D5WV3,180,32,28231,46646,6.22
9497426,538009864,Vega Falktind,Bulk Carrier,2011,Marshall Is,V7A5267,177,28,19994,31754,7.15
9557111,257593000,Spar Rigel,Bulk Carrier,2010,Norway,LAIS7,190,32,32837,58000,5
9452220,538007669,Nomadic Hjellestad,General Cargo Ship,2010,Marshall Is,V7ZX6,138,21,9530,12940,15.3
9494022,636014926,Abu Al Abyad,Bulk Carrier,2011,Liberia,A8XL6,190,32,33202,57369,5.44
9513751,564430000,Phoenix Vigor,Oil Tanker,2009,Singapore,9V8197,333,60,160160,309887,3.19
9450624,228337900,Cma Cgm Dalila,Container Ship,2011,France,FLSQ,334,43,89787,109021,16.9
9448786,477831200,Cosco Indonesia,Container Ship,2010,Hong Kong,VRHE3,334,43,91051,101200,17.04
9494682,636015000,Glenda Melissa,Oil Tanker,2011,Liberia,A8XY9,183,32,29130,47203,5.6
9476484,374131000,Zonda,Bulk Carrier,2011,Panama,3FSX6,229,38,51255,93263,4.48
9443140,219253000,Torm Australia,Oil Tanker,2011,Denmark,OYSN2,184,32,29636,51763,6.02
9570632,255750000,Klaus,General Cargo Ship,2011,Portugal,CQKW,130,17,7138,7909,21.64
9485801,257474000,Oslo Bulk 7,General Cargo Ship,2011,Norway,LAID8,108,18,5629,8032,14.39
9515383,249904000,Tønsberg,Vehicle Carrier,2011,Malta,9HA2066,265,32,75251,41820,13.46
9465514,247294700,Eurocargo Malta,Ro-Ro Ship,2010,Italy,IBKU,200,26,32647,10787,10.74
9545948,247293700,Hermana,General Cargo Ship,2010,Italy,ICOF,140,20,7988,11500,3.12
9468891,230618000,Finnsea,Ro-Ro Ship,2011,Finland,OJOQ,218,27,28002,11029,5.9
9511533,636014355,Primorsky Prospect,Oil Tanker,2010,Liberia,A8TH5,250,44,62504,113860,3.95
9438365,354560000,Cs Flourish,General Cargo Ship,2010,Panama,3EVB2,183,28,22998,34022,11.82
9417206,636014088,Taurus,Oil Tanker,2009,Liberia,A8RF2,183,32,29734,50995,6.14
9425758,636021082,Titan I,Bulk Carrier,2009,Panama,3FGP3,189,32,32354,58090,4.68
9484235,305669000,Unistream,General Cargo Ship,2010,Antigua Barbuda,V2QL7,131,16,6351,8500,14.35
9549267,374531000,Saadet C,Bulk Carrier,2009,Panama,3FHX7,166,23,14244,22185,8.68
9458195,215552000,Haci Fatma Ana,Chemical Tanker,2011,Malta,9HA5177,123,17,5684,8424,16.05
9460564,538009165,P. Yanbu,Oil Tanker,2011,Marshall Is,V7A4400,229,42,55909,105391,3.8
9421221,538090612,Qikiqtaaluk W.,Chemical Tanker,2011,Canada,CIZ7896,150,23,13097,19984,11.07
9472098,636014358,Milos,Bulk Carrier,2010,Marshall Is,V7A6159,190,32,32983,56988,5.6
9385908,244642000,Donau,General Cargo Ship,2011,Netherlands,PBVI,128,16,5887,7910,12.82
9580091,538009057,Mercurius,Bulk Carrier,2010,Marshall Is,V7A4251,180,30,23456,34537,7.74
9569944,311033300,Cs Sonoma,Bulk Carrier,2010,Bahamas,C6YE3,189,32,32987,56704,5.62
9453793,636092036,Bbc Alaska,Other Ship Types,2010,Liberia,A8VR8,138,21,9627,12696,15.41
9554030,538003568,Anita N,Bulk Carrier,2010,Indonesia,YDZR2,190,33,33044,56868,5.91
9450923,305487000,Ren Jian 17,Container Ship,2009,China,BJWN,260,32,42112,54327,23.53
9468528,215712000,Fuji Lava,Oil Tanker,2010,Malta,9HA5256,106,17,5539,6065,17.2
9457878,248796000,Ruby-T,Chemical Tanker,2010,Malta,9HA2520,157,23,12890,21377,10.35
9574200,636017895,Kyalami,Bulk Carrier,2011,Liberia,D5NF4,169,27,17025,28202,6.08
9317834,209889000,Xenia,Bulk Carrier,2006,Cyprus,5BXG3,229,37,47051,87144,5.11
9460760,622121414,Wadi Alkarm,Bulk Carrier,2011,Egypt,6AGT,229,32,43790,80533,6.37
9448815,477266900,Cosco Vietnam,Container Ship,2011,Hong Kong,VRID5,334,43,91051,102875,19.59
9433808,371294000,Sunshine Express,Oil Tanker,2011,Panama,3FWP5,183,32,28465,50077,4.96
9481465,636021290,Joy,Bulk Carrier,2011,Liberia,5LDF4,229,32,43498,79457,0
9441336,538003972,Jay,Bulk Carrier,2010,Marshall Is,V7UL6,190,32,33045,57809,4.6
9409089,215407000,Emelda,Bulk Carrier,2009,Malta,9HA5098,190,32,31251,55638,5.61
9389899,636014688,Atlantas,Oil Tanker,2010,Liberia,A8VX2,333,60,162198,319300,2.75
9485784,257478000,Oslo Bulk 3,General Cargo Ship,2010,Norway,LAIB8,108,18,5629,8029,14.39
9568328,246846000,Eeborg,General Cargo Ship,2012,Singapore,9V9791,335,46,7680,12000,13.37
9329667,636013277,Ns Parade,Chemical Tanker,2008,Liberia,A8LV4,176,31,25467,40119,7.52
9505027,266339000,Carmen,Vehicle Carrier,2011,Sweden,SMGW,231,32,74258,30140,16.74
9448346,244122000,Paleisgracht,General Cargo Ship,2011,Netherlands,PCDA,168,26,17634,19496,13.69
9412581,311026700,Nordic Vega,Oil Tanker,2010,Bahamas,C6XZ5,275,48,86266,163940,3.69
9478200,419000180,Jag Aarati,Bulk Carrier,2011,India,AVHU,229,32,43790,80677,4.55
9406001,538003884,Front Odin,Oil Tanker,2010,Marshall Is,V7TT9,274,48,83805,156840,2.4
9445617,355685000,Global Genesis,Bulk Carrier,2010,Panama,3FLO2,190,32,33226,57696,5.27
9405772,636015901,Sampatiki,Chemical Tanker,2008,Liberia,D5DJ8,100,18,5031,6436,18.36
9441300,538003902,Gannet Bulker,Bulk Carrier,2010,Marshall Is,V7TX5,190,32,33045,57809,4.6
9472529,257998000,Bodil Knutsen,Oil Tanker,2011,Norway,LAMU8,285,50,93147,162000,4.99
9473406,477264900,Bulktec,Bulk Carrier,2009,Hong Kong,VRFJ3,179,28,20763,33345,9.58
9469015,636014625,Bulk Spain,Bulk Carrier,2011,Liberia,A8VL9,292,45,91412,176000,2.82
9342487,220636000,Seapeak Magellan,Lng Carrier,2008,Denmark,OWDW2,286,43,104169,82265,7.59
9423578,353157000,Ever Reliance,Bulk Carrier,2011,Panama,3EWX9,190,32,32309,57991,5.76
9343089,256318000,Sine A,Container Ship,2008,Malta,9HA3885,222,30,27910,39426,19.63
9507075,245935000,Bulker Bee 11,General Cargo Ship,2011,Netherlands,PBZI,134,20,9514,13089,16.29
9490818,538009867,Ingwar Selmer,Bulk Carrier,2011,Marshall Is,V7A5270,190,31,32839,58000,6.08
9402940,538009333,Pelagia,Bulk Carrier,2009,Marshall Is,V7A4607,225,32,41662,78844,4.45
9418999,636021681,Sapodilla,General Cargo Ship,2010,Liberia,5LFE4,166,22,15549,16522,15.63
9447756,257412000,Nh Siri,Oil Tanker,2010,Norway,LAGU8,183,32,29669,51561,5.93
9532757,241089000,Oceanis,Oil Tanker,2011,Greece,SVBC9,330,60,161273,320780,2.66
9516117,419001244,Jag Lakshya,Oil Tanker,2011,India,AWTW,274,48,81427,159600,3.6
9557135,636020519,Rotterdam Pearl,Bulk Carrier,2010,Liberia,D5ZO6,190,31,32839,58020,5.5
9407524,563027200,Pps Luck,Bulk Carrier,2009,Singapore,9V5550,190,33,30811,55429,5.04
9380099,248974000,Platytera,Oil Tanker,2009,Malta,9HA4894,182,32,26900,47401,6.59
9406087,377532000,Charline,Bulk Carrier,2010,St Vincent Grenadines,J8B6196,180,28,19972,30420,7.24
9388302,257880000,Bow Elm,Chemical Tanker,2011,Norway,LAPQ8,183,32,26327,46098,7.19
9432139,248403000,Parandowski,General Cargo Ship,2010,Malta,9HA4641,200,28,24115,30346,12.81
9366134,566838000,Oslo Carrier 2,General Cargo Ship,2010,Norway,LASO8,107,18,6668,9365,14.26
9421960,636014308,Scf Primorye,Oil Tanker,2009,Liberia,A8SW6,274,44,84029,158070,3.46
9391971,636014190,Kavala,Bulk Carrier,2009,Liberia,A8SA8,229,32,44213,83688,5.37
9523287,538007962,Ionic Aspis,Oil Tanker,2011,Marshall Is,V7IR6,244,42,60379,107508,3.82
9425162,255805863,Pacific Honour,General Cargo Ship,2011,Portugal,CQZJ,166,27,20973,28439,11.07
9370836,371458000,New Amorgos,Oil Tanker,2008,Panama,3ELP8,244,42,60195,107510,3.87
9395630,311008600,Violet Ace,Vehicle Carrier,2011,Bahamas,C6XG3,189,32,49708,13370,28.97
9460746,622121409,Wadi Tiba,Bulk Carrier,2011,Egypt,6AGU,230,29,43736,80469,6.62
9458858,538005658,Uacc Shamiya,Chemical Tanker,2011,Marshall Is,V7FU4,183,32,29124,45479,6.86
9572757,255804340,Harbour Pioneer,Chemical Tanker,2010,Portugal,CQNZ,162,23,13239,19122,13.5
9383443,247224200,Barbarica,Oil Tanker,2007,Italy,ICCG,148,23,12008,18818,9.91
9565560,357694000,Dalian Highway,Vehicle Carrier,2011,Panama,3FYE5,199,32,58535,21616,14.45
9522257,351727000,Gas Honour,Gas Carrier,2010,Panama,3FGO4,120,20,9160,10315,15.27
9196814,414243000,Zhen Hua 32,Other Ship Types,2000,China,BOGD9,235,43,50238,91439,9.02
9363625,372473000,Dubai Knight,Bulk Carrier,2007,Marshall Is,V7A6166,190,32,30719,55418,4.95
9425540,538008603,Endless Summer,Chemical Tanker,2010,Marshall Is,V7A2561,183,33,28418,50120,5.34
9565170,538003670,Ioannis Theo,Bulk Carrier,2010,Marshall Is,V7SK5,190,32,32983,56735,5.7
9467263,477213400,Cscl Jupiter,Container Ship,2011,Hong Kong,VRIL4,366,52,150853,155480,12.7
9433602,210354000,Aeolian Victory,Bulk Carrier,2010,Cyprus,5BXM5,229,32,43012,82152,3.59
9507881,636017738,Navios Aster,Bulk Carrier,2010,Liberia,D5MM6,292,45,93186,178978,3.14
9588263,236594000,Iver Beauty,Oil Tanker,2011,Gibraltar,ZDKD4,110,18,5948,6100,17.77
9515759,636019457,Agios Nektarios,Bulk Carrier,2010,Liberia,A8VQ8,190,32,32987,56722,5.7
9520869,538004854,Flagship Ivy,Oil Tanker,2011,Marshall Is,V7VZ3,228,32,42816,75338,5.29
9487093,477815500,Jin Xing Ling,Bulk Carrier,2010,Hong Kong,VRHB9,178,28,19993,31853,6.99
9484924,241311000,Express Berlin,Container Ship,2011,Greece,SVBY4,349,46,114144,122962,14.55
9458169,355238000,Gaz Energy,Gas Carrier,2010,Panama,H9EP,156,24,15314,17674,15.9
9537628,636020977,Sauvan,Bulk Carrier,2010,Liberia,5LBQ8,229,32,43506,79700,4.67
9546497,246302000,Adriaticborg,General Cargo Ship,2011,Netherlands,PCJT,142,20,11885,17294,13.95
9551363,311037300,Condor Liberation,Ro-Pax Ship,2010,Bahamas,C6YL4,102,26,6231,698,13.47
9473092,255804280,Harbour Feature,Chemical Tanker,2011,Portugal,CQNX,144,24,11880,16909,11.7
9519145,355924000,Morning Cornelia,Vehicle Carrier,2010,Panama,3FFU2,199,32,60876,22746,17.57
9551959,246660000,Happy Dover,General Cargo Ship,2011,Netherlands,PBXH,157,26,14784,18074,13.1
9565118,636020723,Chris,Bulk Carrier,2010,Liberia,5LAJ8,190,32,32983,56838,5.47
9410533,215371000,Med Atlantic,Chemical Tanker,2011,Malta,9HA2711,170,26,17591,26304,6.5
9500704,229053000,Thalassini Avra,Bulk Carrier,2011,Malta,9HA5453,291,45,92379,180643,3.47
9210220,310530000,Azamara Pursuit,Passenger Ship,2001,Malta,9HA4800,181,26,30277,2700,
9468114,636092811,Bbc Utah,Other Ship Types,2011,Liberia,A8SX7,138,21,9611,12575,13
9574092,355768000,Morning Cara,Vehicle Carrier,2011,Panama,3FVC2,199,32,59454,18907,19.52
9500089,305128000,Uml Veronica,General Cargo Ship,2010,Antigua Barbuda,V2HH7,140,22,9772,12325,22.65
9583550,248550000,Perth I,Bulk Carrier,2010,Malta,9HA2407,190,32,33044,56781,5.27
9489170,311000297,Obrovac,Bulk Carrier,2010,Bahamas,C6BL6,180,30,23400,34444,7.63
9590929,636020836,Anassa,Bulk Carrier,2011,Liberia,5LAY5,199,32,34795,61418,4.54
9400916,314560000,Bc Callisto,Bulk Carrier,2010,Barbados,8PBC9,178,28,20238,32280,6.56
9491484,244265000,Esperance,Container Ship,2011,Netherlands,PBEZ,168,26,17368,21150,24.37
9566796,236592000,Anna,Other Ship Types,2011,Antigua Barbuda,V2HU3,126,15,5044,7712,13.63
9587180,538007630,Maple Glory,Bulk Carrier,2011,Marshall Is,V7XW5,180,28,20867,32491,6.38
9456367,636014862,Pisti,Bulk Carrier,2011,Liberia,A8WY6,189,35,32983,56898,5.6
9410404,372358000,Ocean Corona,Bulk Carrier,2009,Panama,---,289,45,90089,180220,3.13
9446568,354750000,Frontier Mirage,Bulk Carrier,2011,Panama,3FMZ2,292,45,92752,181572,3.17
9466245,477795300,Cosco Glory,Container Ship,2011,Hong Kong,VRIR7,366,48,141823,140637,13.54
9432048,636014500,Demetrios,Oil Tanker,2011,Liberia,A8UI5,274,50,85496,149999,3.94
9548823,538007656,Star Navarra,General Cargo Ship,2010,Marshall Is,V7ZD8,199,32,33601,51624,6.58
9585015,248300000,Afina I,Bulk Carrier,2010,Malta,9HA4601,139,21,8887,13000,12.67
9542166,356195000,Bunga Lilac,Chemical Tanker,2011,Panama,3FTM,147,25,11908,19992,7.77
9465992,219412000,Torm Agnes,Oil Tanker,2011,Denmark,OZHE2,185,32,30241,50274,6.49
9459137,538008545,Ivs Knot,General Cargo Ship,2010,Marshall Is,V7A2492,176,28,21483,33143,6.51
9459955,636092195,Lady Doris,Bulk Carrier,2011,Portugal,CQ2066,185,24,19814,30894,11.2
9416733,205559000,Fraternity,Oil Tanker,2009,Belgium,ONGB,274,48,81427,157667,3.25
9441295,538003818,Egret Bulker,Bulk Carrier,2010,Marshall Is,V7TK2,190,32,33045,57809,4.6
9509011,636014252,Mount Fuji,Oil Tanker,2010,Liberia,A8SM7,274,50,85362,149998,3.59
9419242,636020075,Great Crystal,General Cargo Ship,2009,Liberia,A8WC6,196,32,35240,52998,7.35
9407859,412345000,Xin An Ning,Bulk Carrier,2009,China,BOCB3,190,32,30963,55256,5.17
9490789,636014915,Achilleas S.,Bulk Carrier,2010,Liberia,A8XK3,190,31,32839,58018,5
9580120,538004355,Golf,Bulk Carrier,2011,Marshall Is,V7WO7,180,30,23440,34416,7.59
9480203,218847000,Msc Cadiz,Container Ship,2011,Germany,DITI2,270,40,61870,74526,16.17
9393577,212287000,Aal Galveston,General Cargo Ship,2010,Cyprus,5BZE2,160,27,19128,25774,8.61
9587829,226044000,Adara,Chemical Tanker,2011,France,FICS,184,27,23248,37577,6.69
9427952,236111884,Pagna,Vehicle Carrier,2010,Marshall Is,V7A738,183,32,47057,11315,28.48
9438078,538004353,Riviera,Passenger Ship,2012,Marshall Is,V7WO5,240,32,66172,7662,16.19
9430985,259013000,Wilson Newport,General Cargo Ship,2011,Norway,LAMX8,123,17,6118,8321,17
9443152,219249000,Torm New Zealand,Oil Tanker,2011,Denmark,OYZD2,183,32,29636,51717,6.01
9459151,371709000,Apollo Bulker,Bulk Carrier,2011,Panama,3FBC6,177,28,21483,33124,7.37
9573660,636014743,Pacific Diamond,Oil Tanker,2010,Liberia,A8WG8,180,32,28778,47917,6.17
9466130,311027600,Peary Spirit,Oil Tanker,2011,Bahamas,C6YM3,249,44,66550,109325,5.68
9532824,244909000,Timber Navigator,General Cargo Ship,2011,Netherlands,PCBP,118,16,5425,8270,12.88
9586411,271042566,Ulusoy 11,Bulk Carrier,2011,Turkey,TCZU4,229,32,43717,79422,7.04
9584152,215218000,Lia,Bulk Carrier,2011,Malta,9HA2673,190,32,33044,56772,5.61
9421166,255806043,Breb Countess,Other Ship Types,2009,Portugal,CQRI2,108,18,5630,7811,14.1
9503926,248553000,Shannon Star,Chemical Tanker,2010,Malta,9HA2409,128,20,8581,13023,13.56
9580962,538008873,Northern Spirit,Chemical Tanker,2011,Marshall Is,V7A2858,162,23,13239,19118,11.23
9387918,477547200,Adriatic Wave,Chemical Tanker,2009,Hong Kong,VRFI5,183,32,29733,51476,5.3
9493236,636015627,Woodgate,Bulk Carrier,2011,Liberia,D5BX7,169,27,17025,28219,7.5
9480655,247288900,Black Shark,Oil Tanker,2010,Italy,ICNX,117,19,6026,8476,13.79
9461312,370971000,Key Hunter,Bulk Carrier,2011,Japan,7KNN,229,32,43012,82099,3.89
9416769,477661500,Kong Que Song,General Cargo Ship,2010,Liberia,5LIE9,180,27,20609,26126,9.98
9492103,356558000,Amity,Bulk Carrier,2009,Panama,3FAI3,295,46,94710,180311,2.9
9536961,371885000,Durban Highway,Vehicle Carrier,2011,Panama,H9CR,199,32,58997,18906,15.67
9589839,354368000,Navios Azimuth,Bulk Carrier,2011,Panama,3FUN5,292,45,92715,179169,3.02
9439113,351271000,Berge Atlas,Bulk Carrier,2008,Panama,3EOV5,289,45,90092,180180,2.38
9550424,636017902,Faia G,Bulk Carrier,2009,Malta,9HA5793,170,27,17041,28418,7.02
9344667,636091434,San Alfonso,Container Ship,2007,Liberia,A8NQ7,186,28,22914,28178,21.3
9461489,354778000,Koi,Container Ship,2011,Liberia,D5NZ4,335,43,91621,102539,16.74
9492505,305741000,Bernhard Schepers,Container Ship,2011,Antigua Barbuda,V2HS6,150,23,10318,13031,26.16
9489986,636017918,Nordic Skagen,Bulk Carrier,2010,Netherlands,PGGD,185,30,23548,33741,7.22
9472153,477764600,Cosco Pride,Container Ship,2011,Hong Kong,VRIV3,366,48,141823,140665,13.54
9491575,353732000,Atlas S,General Cargo Ship,2011,Panama,3FRX3,177,29,21483,33166,6.66
9518919,209596000,Cape Breeze,Bulk Carrier,2010,Cyprus,5BWU2,292,45,93960,180203,3.16
9587817,226019000,Acamar,Chemical Tanker,2011,Italy,IBCT,184,27,23248,37577,6.69
